FPR,TPR,Thresholds
1.7726724810324044e-05,0.4944429719939924,0.99994004
1.7726724810324044e-05,0.49495538475130313,0.9999399
1.7726724810324044e-05,0.4951144094001237,0.9999398
1.7726724810324044e-05,0.49559148334658537,0.9999397
1.7726724810324044e-05,0.4960155490767736,0.99993956
1.7726724810324044e-05,0.4963689371852637,0.99993944
1.7726724810324044e-05,0.4967753335100274,0.9999393
1.7726724810324044e-05,0.4973054156727626,0.9999392
1.7726724810324044e-05,0.49741143210530964,0.9999391
1.7726724810324044e-05,0.4980121918897429,0.99993896
1.7726724810324044e-05,0.4985246046470536,0.99993885
1.7726724810324044e-05,0.4991430338369114,0.9999387
1.7726724810324044e-05,0.499408074918279,0.9999386
1.7726724810324044e-05,0.5002915451895044,0.9999385
1.7726724810324044e-05,0.500521247460023,0.99993837
1.7726724810324044e-05,0.5007332803251171,0.99993825
1.7726724810324044e-05,0.5012103542715788,0.99993813
1.7726724810324044e-05,0.501634420001767,0.999938
1.7726724810324044e-05,0.5020761551373796,0.9999379
1.7726724810324044e-05,0.5025355596784168,0.9999378
1.7726724810324044e-05,0.5031539888682746,0.99993765
1.7726724810324044e-05,0.5034366993550667,0.99993753
1.7726724810324044e-05,0.5039137733015284,0.9999374
1.7726724810324044e-05,0.5042318225991695,0.9999373
1.7726724810324044e-05,0.5061754571958653,0.9999372
1.7726724810324044e-05,0.506687869953176,0.99993706
1.7726724810324044e-05,0.5070412580616662,0.99993694
1.7726724810324044e-05,0.5076243484406749,0.9999368
1.7726724810324044e-05,0.5079954059545896,0.9999367
1.7726724810324044e-05,0.5081897694142592,0.9999366
1.7726724810324044e-05,0.5083664634685043,0.99993646
1.7726724810324044e-05,0.5086491739552964,0.99993634
1.7726724810324044e-05,0.5089495538475131,0.9999362
1.7726724810324044e-05,0.5091439173071826,0.9999361
1.7726724810324044e-05,0.5097270076861914,0.999936
1.7726724810324044e-05,0.5099743793621344,0.99993587
1.7726724810324044e-05,0.5102747592543511,0.99993575
1.7726724810324044e-05,0.5105928085519922,0.9999356
1.7726724810324044e-05,0.5110168742821805,0.9999355
1.7726724810324044e-05,0.5111582295255764,0.9999354
1.7726724810324044e-05,0.5118650057425568,0.99993527
1.7726724810324044e-05,0.5122890714727449,0.99993515
1.7726724810324044e-05,0.512501104337839,0.99993503
1.7726724810324044e-05,0.5130311865005742,0.9999349
1.7726724810324044e-05,0.5136672850958566,0.9999347
1.7726724810324044e-05,0.5140030037989222,0.99993455
1.7726724810324044e-05,0.5143740613128368,0.99993443
1.7726724810324044e-05,0.514656771799629,0.9999343
1.7726724810324044e-05,0.5147804576376005,0.9999342
1.7726724810324044e-05,0.5151338457460907,0.9999341
1.7726724810324044e-05,0.5155755808817033,0.99993396
1.7726724810324044e-05,0.516087993639014,0.99993384
1.7726724810324044e-05,0.5177489177489177,0.9999337
1.7726724810324044e-05,0.5179609506140118,0.9999336
1.7726724810324044e-05,0.5180669670465589,0.9999335
1.7726724810324044e-05,0.5187384044526901,0.99993336
1.7726724810324044e-05,0.5190034455340578,0.99993324
1.7726724810324044e-05,0.519604205318491,0.9999331
1.7726724810324044e-05,0.5197455605618871,0.999933
1.7726724810324044e-05,0.5200812792649527,0.9999329
1.7726724810324044e-05,0.5212121212121212,0.99993277
1.7726724810324044e-05,0.5215125011043379,0.99993265
1.7726724810324044e-05,0.5216891951585829,0.9999325
1.7726724810324044e-05,0.522007244456224,0.9999324
1.7726724810324044e-05,0.5226963512677798,0.9999323
1.7726724810324044e-05,0.523085078187119,0.99993217
1.7726724810324044e-05,0.5234384662956092,0.99993205
1.7726724810324044e-05,0.5236504991607033,0.99993193
1.7726724810324044e-05,0.5238802014312218,0.9999318
1.7726724810324044e-05,0.5241805813234385,0.9999317
1.7726724810324044e-05,0.524268928350561,0.9999316
1.7726724810324044e-05,0.5244279529993816,0.99993145
1.7726724810324044e-05,0.5245339694319286,0.99993134
1.7726724810324044e-05,0.5248166799187207,0.9999312
1.7726724810324044e-05,0.5248873575404188,0.9999311
1.7726724810324044e-05,0.5254351091085785,0.999931
1.7726724810324044e-05,0.5256471419736726,0.99993086
1.7726724810324044e-05,0.5258061666224931,0.99993074
1.7726724810324044e-05,0.5264599346232,0.9999306
1.7726724810324044e-05,0.5266896368937185,0.9999305
1.7726724810324044e-05,0.5269016697588126,0.9999304
1.7726724810324044e-05,0.5274317519215478,0.99993026
1.7726724810324044e-05,0.5277674706246135,0.99993014
1.7726724810324044e-05,0.5282975527873487,0.99993
1.7726724810324044e-05,0.5286156020849898,0.9999299
1.7726724810324044e-05,0.5288099655446594,0.9999298
1.7726724810324044e-05,0.5289866595989045,0.99992967
1.7726724810324044e-05,0.5291103454368761,0.99992955
1.7726724810324044e-05,0.5293400477073946,0.9999294
1.7726724810324044e-05,0.5297994522484318,0.9999293
1.7726724810324044e-05,0.5300821627352239,0.9999292
1.7726724810324044e-05,0.5302411873840446,0.9999291
1.7726724810324044e-05,0.5304355508437141,0.99992895
1.7726724810324044e-05,0.5307182613305063,0.99992883
1.7726724810324044e-05,0.5312836823040905,0.9999287
1.7726724810324044e-05,0.5315663927908826,0.9999286
1.7726724810324044e-05,0.5317960950614011,0.9999285
1.7726724810324044e-05,0.5328209205760226,0.99992836
1.7726724810324044e-05,0.5333156639279089,0.99992824
1.7726724810324044e-05,0.533739729658097,0.9999281
1.7726724810324044e-05,0.5340931177665872,0.999928
1.7726724810324044e-05,0.5343228200371057,0.9999279
1.7726724810324044e-05,0.5345348529021998,0.99992776
1.7726724810324044e-05,0.5346231999293224,0.99992764
1.7726724810324044e-05,0.5349765880378126,0.9999275
1.7726724810324044e-05,0.5353476455517272,0.9999274
1.7726724810324044e-05,0.5356833642547928,0.9999273
1.7726724810324044e-05,0.5365491651205937,0.99992716
1.7726724810324044e-05,0.5368142062019613,0.99992704
1.7726724810324044e-05,0.5371852637158759,0.9999269
1.7726724810324044e-05,0.5373089495538476,0.9999268
1.7726724810324044e-05,0.5374679742026681,0.9999267
1.7726724810324044e-05,0.5376446682569131,0.99992657
1.7726724810324044e-05,0.5379097093382808,0.99992645
1.7726724810324044e-05,0.5380864033925259,0.9999263
1.7726724810324044e-05,0.5381570810142239,0.9999262
1.7726724810324044e-05,0.5386164855552611,0.9999261
1.7726724810324044e-05,0.5391288983125718,0.999926
1.7726724810324044e-05,0.5393762699885148,0.99992585
1.7726724810324044e-05,0.5395352946373354,0.99992573
1.7726724810324044e-05,0.5398180051241276,0.9999256
1.7726724810324044e-05,0.5400477073946461,0.9999255
1.7726724810324044e-05,0.5404010955031363,0.9999254
1.7726724810324044e-05,0.540701475395353,0.99992526
1.7726724810324044e-05,0.540913508260447,0.99992514
1.7726724810324044e-05,0.5412668963689372,0.999925
1.7726724810324044e-05,0.5415672762611539,0.9999249
1.7726724810324044e-05,0.5417439703153989,0.9999248
1.7726724810324044e-05,0.54206201961304,0.99992466
1.7726724810324044e-05,0.5422917218835586,0.99992454
1.7726724810324044e-05,0.5428218040462939,0.9999244
1.7726724810324044e-05,0.5432635391819065,0.9999243
1.7726724810324044e-05,0.5436876049120947,0.9999242
1.7726724810324044e-05,0.5437936213446417,0.99992406
1.7726724810324044e-05,0.5440056542097358,0.99992394
1.7726724810324044e-05,0.5442353564802545,0.9999238
1.7726724810324044e-05,0.5447300998321406,0.9999237
1.7726724810324044e-05,0.5449421326972348,0.9999236
1.7726724810324044e-05,0.5459139499955826,0.99992347
1.7726724810324044e-05,0.5462496686986483,0.99992335
1.7726724810324044e-05,0.5465677179962894,0.9999232
1.7726724810324044e-05,0.5468150896722326,0.9999231
1.7726724810324044e-05,0.5469564449156286,0.999923
1.7726724810324044e-05,0.5472391554024207,0.9999229
1.7726724810324044e-05,0.5474865270783638,0.99992275
1.7726724810324044e-05,0.5475395352946373,0.99992263
1.7726724810324044e-05,0.547910592808552,0.9999225
1.7726724810324044e-05,0.5480872868627971,0.9999224
1.7726724810324044e-05,0.548157964484495,0.9999223
1.7726724810324044e-05,0.5487587242689284,0.99992216
1.7726724810324044e-05,0.549200459404541,0.99992204
1.7726724810324044e-05,0.5494124922696352,0.9999219
1.7726724810324044e-05,0.5496068557293047,0.9999218
1.7726724810324044e-05,0.550278293135436,0.9999217
1.7726724810324044e-05,0.5506140118385017,0.99992156
1.7726724810324044e-05,0.5510910857849634,0.99992144
1.7726724810324044e-05,0.5512324410283594,0.9999213
1.7726724810324044e-05,0.551497482109727,0.9999212
1.7726724810324044e-05,0.5521159112995848,0.9999211
1.7726724810324044e-05,0.5522219277321319,0.99992096
1.7726724810324044e-05,0.5524339605972259,0.99992085
1.7726724810324044e-05,0.5526283240568954,0.9999207
1.7726724810324044e-05,0.5528580263274141,0.9999206
1.7726724810324044e-05,0.5530170509762347,0.9999205
1.7726724810324044e-05,0.5532820920576023,0.99992037
1.7726724810324044e-05,0.5534764555172719,0.99992025
1.7726724810324044e-05,0.5536354801660924,0.9999201
1.7726724810324044e-05,0.5539358600583091,0.99992
1.7726724810324044e-05,0.5541125541125541,0.9999199
1.7726724810324044e-05,0.5544129340047708,0.9999198
1.7726724810324044e-05,0.5546603056807139,0.99991965
1.7726724810324044e-05,0.5555791147627882,0.99991953
1.7726724810324044e-05,0.5559148334658539,0.9999194
1.7726724810324044e-05,0.5561091969255234,0.9999193
1.7726724810324044e-05,0.5565155932502871,0.9999192
1.7726724810324044e-05,0.5567806343316547,0.99991906
1.7726724810324044e-05,0.5571870306564184,0.99991894
